00:24:42.822555 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2185132077:2185132136, ack 1026504673, win 502, options [nop,nop,TS val 3545655208 ecr 2573985033], length 59
00:25:08.322891 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 31366:31489, ack 15104, win 509, options [nop,nop,TS val 2574010633 ecr 3545680708], length 123

00:25:08.322932 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31489, win 502, options [nop,nop,TS val 3545680708 ecr 2574010633], length 0

00:25:08.328034 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15045:15104, ack 31366, win 502, options [nop,nop,TS val 3545680713 ecr 2574010538], length 59

00:25:08.328457 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 31366:31489, ack 15104, win 509, options [nop,nop,TS val 2574010639 ecr 3545680713], length 123

00:25:08.328507 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31489, win 502, options [nop,nop,TS val 3545680714 ecr 2574010639], length 0

00:25:08.332611 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15045:15104, ack 31366, win 502, options [nop,nop,TS val 3545680718 ecr 2574010542], length 59

00:25:08.332865 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 31366:31489, ack 15104, win 509, options [nop,nop,TS val 2574010643 ecr 3545680718], length 123

00:25:08.332909 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31489, win 502, options [nop,nop,TS val 3545680718 ecr 2574010643], length 0

00:25:08.338132 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15045:15104, ack 31366, win 502, options [nop,nop,TS val 3545680724 ecr 2574010548], length 59

00:25:08.338439 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 31366:31489, ack 15104, win 509, options [nop,nop,TS val 2574010649 ecr 3545680724], length 123

00:25:08.338508 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31489, win 502, options [nop,nop,TS val 3545680724 ecr 2574010649], length 0

00:25:08.342732 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15045:15104, ack 31366, win 502, options [nop,nop,TS val 3545680728 ecr 2574010553], length 59

00:25:08.343038 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 31366:31489, ack 15104, win 509, options [nop,nop,TS val 2574010653 ecr 3545680728], length 123

00:25:08.343081 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31489, win 502, options [nop,nop,TS val 3545680729 ecr 2574010653], length 0

00:25:08.347203 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15045:15104, ack 31366, win 502, options [nop,nop,TS val 3545680733 ecr 2574010558], length 59

00:25:08.347459 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 31366:31489, ack 15104, win 509, options [nop,nop,TS val 2574010658 ecr 3545680733], length 123

00:25:08.347506 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31489, win 502, options [nop,nop,TS val 3545680733 ecr 2574010658], length 0

00:25:08.352659 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15045:15104, ack 31366, win 502, options [nop,nop,TS val 3545680738 ecr 2574010564], length 59

00:25:08.352882 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 31366:31489, ack 15104, win 509, options [nop,nop,TS val 2574010663 ecr 3545680738], length 123

00:25:08.352931 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31489, win 502, options [nop,nop,TS val 3545680738 ecr 2574010663], length 0

00:25:08.357021 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15045:15104, ack 31366, win 502, options [nop,nop,TS val 3545680742 ecr 2574010567], length 59

00:25:08.357141 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 31366:31489, ack 15104, win 509, options [nop,nop,TS val 2574010667 ecr 3545680742], length 123

00:25:08.357185 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31489, win 502, options [nop,nop,TS val 3545680743 ecr 2574010667], length 0

00:25:08.362357 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15045:15104, ack 31366, win 502, options [nop,nop,TS val 3545680748 ecr 2574010573], length 59

00:25:08.362660 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 31366:31489, ack 15104, win 509, options [nop,nop,TS val 2574010673 ecr 3545680748], length 123

00:25:08.362701 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31489, win 502, options [nop,nop,TS val 3545680748 ecr 2574010673], length 0

00:25:08.366920 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15045:15104, ack 31366, win 502, options [nop,nop,TS val 3545680752 ecr 2574010577], length 59

00:25:08.367132 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 31366:31489, ack 15104, win 509, options [nop,nop,TS val 2574010677 ecr 3545680752], length 123

00:25:08.367210 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31489, win 502, options [nop,nop,TS val 3545680753 ecr 2574010677], length 0

00:25:08.422233 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15104:15163, ack 31489, win 502, options [nop,nop,TS val 3545680808 ecr 2574010633], length 59

00:25:08.422542 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 31489:31612, ack 15163, win 509, options [nop,nop,TS val 2574010733 ecr 3545680808], length 123

00:25:08.422584 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31612, win 502, options [nop,nop,TS val 3545680808 ecr 2574010733], length 0

00:25:08.427683 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15104:15163, ack 31489, win 502, options [nop,nop,TS val 3545680813 ecr 2574010639], length 59

00:25:08.427994 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 31489:31612, ack 15163, win 509, options [nop,nop,TS val 2574010738 ecr 3545680813], length 123

00:25:08.428063 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31612, win 502, options [nop,nop,TS val 3545680814 ecr 2574010738], length 0

00:25:08.432333 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15104:15163, ack 31489, win 502, options [nop,nop,TS val 3545680818 ecr 2574010643], length 59

00:25:08.432533 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 31489:31612, ack 15163, win 509, options [nop,nop,TS val 2574010743 ecr 3545680818], length 123

00:25:08.432607 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31612, win 502, options [nop,nop,TS val 3545680818 ecr 2574010743], length 0

00:25:08.437832 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15104:15163, ack 31489, win 502, options [nop,nop,TS val 3545680823 ecr 2574010649], length 59

00:25:08.438135 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 31489:31612, ack 15163, win 509, options [nop,nop,TS val 2574010748 ecr 3545680823], length 123

00:25:08.438204 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31612, win 502, options [nop,nop,TS val 3545680824 ecr 2574010748], length 0

00:25:08.442389 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15104:15163, ack 31489, win 502, options [nop,nop,TS val 3545680828 ecr 2574010653], length 59

00:25:08.442578 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 31489:31612, ack 15163, win 509, options [nop,nop,TS val 2574010753 ecr 3545680828], length 123

00:25:08.442625 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31612, win 502, options [nop,nop,TS val 3545680828 ecr 2574010753], length 0

00:25:08.447725 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15104:15163, ack 31489, win 502, options [nop,nop,TS val 3545680833 ecr 2574010658], length 59

00:25:08.448009 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 31489:31612, ack 15163, win 509, options [nop,nop,TS val 2574010758 ecr 3545680833], length 123

00:25:08.448079 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31612, win 502, options [nop,nop,TS val 3545680834 ecr 2574010758], length 0

00:25:08.452247 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15104:15163, ack 31489, win 502, options [nop,nop,TS val 3545680838 ecr 2574010663], length 59

00:25:08.452480 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 31489:31612, ack 15163, win 509, options [nop,nop,TS val 2574010763 ecr 3545680838], length 123

00:25:08.452558 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31612, win 502, options [nop,nop,TS val 3545680838 ecr 2574010763], length 0

00:25:08.456689 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15104:15163, ack 31489, win 502, options [nop,nop,TS val 3545680842 ecr 2574010667], length 59

00:25:08.457015 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 31489:31612, ack 15163, win 509, options [nop,nop,TS val 2574010767 ecr 3545680842], length 123

00:25:08.457065 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31612, win 502, options [nop,nop,TS val 3545680843 ecr 2574010767], length 0

00:25:08.462281 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15104:15163, ack 31489, win 502, options [nop,nop,TS val 3545680848 ecr 2574010673], length 59

00:25:08.462456 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 31489:31612, ack 15163, win 509, options [nop,nop,TS val 2574010773 ecr 3545680848], length 123

00:25:08.462490 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31612, win 502, options [nop,nop,TS val 3545680848 ecr 2574010773], length 0

00:25:08.466704 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15104:15163, ack 31489, win 502, options [nop,nop,TS val 3545680852 ecr 2574010677], length 59

00:25:08.466831 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 31489:31612, ack 15163, win 509, options [nop,nop,TS val 2574010777 ecr 3545680852], length 123

00:25:08.466872 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31612, win 502, options [nop,nop,TS val 3545680852 ecr 2574010777], length 0

00:25:08.522907 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15163:15222, ack 31612, win 502, options [nop,nop,TS val 3545680908 ecr 2574010733], length 59

00:25:08.523348 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 31612:31735, ack 15222, win 509, options [nop,nop,TS val 2574010834 ecr 3545680908], length 123

00:25:08.523423 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31735, win 502, options [nop,nop,TS val 3545680909 ecr 2574010834], length 0

00:25:08.527530 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15163:15222, ack 31612, win 502, options [nop,nop,TS val 3545680913 ecr 2574010738], length 59

00:25:08.527908 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 31612:31735, ack 15222, win 509, options [nop,nop,TS val 2574010838 ecr 3545680913], length 123

00:25:08.527958 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31735, win 502, options [nop,nop,TS val 3545680913 ecr 2574010838], length 0

00:25:08.532229 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15163:15222, ack 31612, win 502, options [nop,nop,TS val 3545680918 ecr 2574010743], length 59

00:25:08.532490 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 31612:31735, ack 15222, win 509, options [nop,nop,TS val 2574010843 ecr 3545680918], length 123

00:25:08.532534 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31735, win 502, options [nop,nop,TS val 3545680918 ecr 2574010843], length 0

00:25:08.537636 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15163:15222, ack 31612, win 502, options [nop,nop,TS val 3545680923 ecr 2574010748], length 59

00:25:08.537954 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 31612:31735, ack 15222, win 509, options [nop,nop,TS val 2574010848 ecr 3545680923], length 123

00:25:08.538023 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31735, win 502, options [nop,nop,TS val 3545680923 ecr 2574010848], length 0

00:25:08.542297 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15163:15222, ack 31612, win 502, options [nop,nop,TS val 3545680928 ecr 2574010753], length 59

00:25:08.542607 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 31612:31735, ack 15222, win 509, options [nop,nop,TS val 2574010853 ecr 3545680928], length 123

00:25:08.542652 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31735, win 502, options [nop,nop,TS val 3545680928 ecr 2574010853], length 0

00:25:08.547738 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15163:15222, ack 31612, win 502, options [nop,nop,TS val 3545680933 ecr 2574010758], length 59

00:25:08.548038 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 31612:31735, ack 15222, win 509, options [nop,nop,TS val 2574010858 ecr 3545680933], length 123

00:25:08.548086 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31735, win 502, options [nop,nop,TS val 3545680934 ecr 2574010858], length 0

00:25:08.552228 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15163:15222, ack 31612, win 502, options [nop,nop,TS val 3545680938 ecr 2574010763], length 59

00:25:08.552535 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 31612:31735, ack 15222, win 509, options [nop,nop,TS val 2574010863 ecr 3545680938], length 123

00:25:08.552583 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31735, win 502, options [nop,nop,TS val 3545680938 ecr 2574010863], length 0

00:25:08.557694 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15163:15222, ack 31612, win 502, options [nop,nop,TS val 3545680943 ecr 2574010767], length 59

00:25:08.558005 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 31612:31735, ack 15222, win 509, options [nop,nop,TS val 2574010868 ecr 3545680943], length 123

00:25:08.558072 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31735, win 502, options [nop,nop,TS val 3545680944 ecr 2574010868], length 0

00:25:08.562252 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15163:15222, ack 31612, win 502, options [nop,nop,TS val 3545680948 ecr 2574010773], length 59

00:25:08.562448 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 31612:31735, ack 15222, win 509, options [nop,nop,TS val 2574010873 ecr 3545680948], length 123

00:25:08.562485 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31735, win 502, options [nop,nop,TS val 3545680948 ecr 2574010873], length 0

00:25:08.566597 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15163:15222, ack 31612, win 502, options [nop,nop,TS val 3545680952 ecr 2574010777], length 59

00:25:08.566793 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 31612:31735, ack 15222, win 509, options [nop,nop,TS val 2574010877 ecr 3545680952], length 123

00:25:08.566833 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31735, win 502, options [nop,nop,TS val 3545680952 ecr 2574010877], length 0

00:25:08.622371 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15222:15281, ack 31735, win 502, options [nop,nop,TS val 3545681008 ecr 2574010834], length 59

00:25:08.622569 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 31735:31858, ack 15281, win 509, options [nop,nop,TS val 2574010933 ecr 3545681008], length 123

00:25:08.622610 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31858, win 502, options [nop,nop,TS val 3545681008 ecr 2574010933], length 0

00:25:08.626725 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15222:15281, ack 31735, win 502, options [nop,nop,TS val 3545681012 ecr 2574010838], length 59

00:25:08.626921 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 31735:31858, ack 15281, win 509, options [nop,nop,TS val 2574010937 ecr 3545681012], length 123

00:25:08.626963 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31858, win 502, options [nop,nop,TS val 3545681012 ecr 2574010937], length 0

00:25:08.632087 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15222:15281, ack 31735, win 502, options [nop,nop,TS val 3545681018 ecr 2574010843], length 59

00:25:08.632307 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 31735:31858, ack 15281, win 509, options [nop,nop,TS val 2574010943 ecr 3545681018], length 123

00:25:08.632381 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31858, win 502, options [nop,nop,TS val 3545681018 ecr 2574010943], length 0

00:25:08.637504 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15222:15281, ack 31735, win 502, options [nop,nop,TS val 3545681023 ecr 2574010848], length 59

00:25:08.637628 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 31735:31858, ack 15281, win 509, options [nop,nop,TS val 2574010948 ecr 3545681023], length 123

00:25:08.637705 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31858, win 502, options [nop,nop,TS val 3545681023 ecr 2574010948], length 0

00:25:08.641835 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15222:15281, ack 31735, win 502, options [nop,nop,TS val 3545681027 ecr 2574010853], length 59

00:25:08.642041 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 31735:31858, ack 15281, win 509, options [nop,nop,TS val 2574010952 ecr 3545681027], length 123

00:25:08.642089 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31858, win 502, options [nop,nop,TS val 3545681028 ecr 2574010952], length 0

00:25:08.647192 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15222:15281, ack 31735, win 502, options [nop,nop,TS val 3545681033 ecr 2574010858], length 59
