18:48:47.547138 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3259805872, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547148 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3219918883, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547147 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [S], seq 4190752465, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547209 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39950: Flags [S.], seq 3992707473, ack 4190752466, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547242 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547251 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39956: Flags [S.], seq 1055433407, ack 3219918884, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547253 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39948: Flags [S.], seq 671683761, ack 3259805873, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547283 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547286 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547287 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1:60, ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 59
18:49:11.497780 IP amd256.utah.cloudlab.us.39590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323883 ecr 2726653808], length 0

18:49:11.497791 IP amd256.utah.cloudlab.us.39562 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323883 ecr 2726653808], length 0

18:49:11.497791 IP amd256.utah.cloudlab.us.39574 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323883 ecr 2726653808], length 0

18:49:11.498031 IP amd256.utah.cloudlab.us.39606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323883 ecr 2726653329], length 59

18:49:11.498323 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39606: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653809 ecr 3698323883], length 123

18:49:11.498344 IP amd256.utah.cloudlab.us.39606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323884 ecr 2726653809], length 0

18:49:11.498403 IP amd256.utah.cloudlab.us.39658 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323884 ecr 2726653329], length 59

18:49:11.498420 IP amd256.utah.cloudlab.us.39666 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323884 ecr 2726653330], length 59

18:49:11.498446 IP amd256.utah.cloudlab.us.39644 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323884 ecr 2726653328], length 59

18:49:11.498507 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39658: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653809 ecr 3698323884], length 123

18:49:11.498516 IP amd256.utah.cloudlab.us.39658 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323884 ecr 2726653809], length 0

18:49:11.498551 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39666: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653809 ecr 3698323884], length 123

18:49:11.498564 IP amd256.utah.cloudlab.us.39666 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323884 ecr 2726653809], length 0

18:49:11.498567 IP amd256.utah.cloudlab.us.39714 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323884 ecr 2726653329], length 59

18:49:11.498570 IP amd256.utah.cloudlab.us.39706 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323884 ecr 2726653329], length 59

18:49:11.498577 IP amd256.utah.cloudlab.us.39682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323884 ecr 2726653329], length 59

18:49:11.498585 IP amd256.utah.cloudlab.us.39686 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323884 ecr 2726653329], length 59

18:49:11.498606 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39644: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653809 ecr 3698323884], length 123

18:49:11.498617 IP amd256.utah.cloudlab.us.39644 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323884 ecr 2726653809], length 0

18:49:11.498676 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39686: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653809 ecr 3698323884], length 123

18:49:11.498695 IP amd256.utah.cloudlab.us.39686 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323884 ecr 2726653809], length 0

18:49:11.498700 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39706: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653809 ecr 3698323884], length 123

18:49:11.498721 IP amd256.utah.cloudlab.us.39706 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323884 ecr 2726653809], length 0

18:49:11.498738 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39714: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653809 ecr 3698323884], length 123

18:49:11.498750 IP amd256.utah.cloudlab.us.39714 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323884 ecr 2726653809], length 0

18:49:11.498768 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39682: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653809 ecr 3698323884], length 123

18:49:11.498780 IP amd256.utah.cloudlab.us.39682 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323884 ecr 2726653809], length 0

18:49:11.498971 IP amd256.utah.cloudlab.us.39700 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323884 ecr 2726653330], length 59

18:49:11.498992 IP amd256.utah.cloudlab.us.39618 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323884 ecr 2726653329], length 59

18:49:11.499117 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39700: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653810 ecr 3698323884], length 123

18:49:11.499129 IP amd256.utah.cloudlab.us.39700 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323885 ecr 2726653810], length 0

18:49:11.499177 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39618: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653810 ecr 3698323884], length 123

18:49:11.499189 IP amd256.utah.cloudlab.us.39618 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323885 ecr 2726653810], length 0

18:49:11.499552 IP amd256.utah.cloudlab.us.39710 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323885 ecr 2726653330], length 59

18:49:11.499782 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39710: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653810 ecr 3698323885], length 123

18:49:11.499794 IP amd256.utah.cloudlab.us.39710 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323885 ecr 2726653810], length 0

18:49:11.501987 IP amd256.utah.cloudlab.us.39718 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323887 ecr 2726653334], length 59

18:49:11.502005 IP amd256.utah.cloudlab.us.39716 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323887 ecr 2726653332], length 59

18:49:11.502006 IP amd256.utah.cloudlab.us.39722 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323887 ecr 2726653333], length 59

18:49:11.502283 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39722: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653813 ecr 3698323887], length 123

18:49:11.502304 IP amd256.utah.cloudlab.us.39722 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323888 ecr 2726653813], length 0

18:49:11.502307 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39716: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653813 ecr 3698323887], length 123

18:49:11.502329 IP amd256.utah.cloudlab.us.39716 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323888 ecr 2726653813], length 0

18:49:11.502341 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39718: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653813 ecr 3698323887], length 123

18:49:11.502363 IP amd256.utah.cloudlab.us.39718 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323888 ecr 2726653813], length 0

18:49:11.502507 IP amd256.utah.cloudlab.us.39736 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323888 ecr 2726653333], length 59

18:49:11.502623 IP amd256.utah.cloudlab.us.39784 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323888 ecr 2726653334], length 59

18:49:11.502717 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39784: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653813 ecr 3698323888], length 123

18:49:11.502738 IP amd256.utah.cloudlab.us.39784 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323888 ecr 2726653813], length 0

18:49:11.502738 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39736: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653813 ecr 3698323888], length 123

18:49:11.502760 IP amd256.utah.cloudlab.us.39736 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323888 ecr 2726653813], length 0

18:49:11.502782 IP amd256.utah.cloudlab.us.39770 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323888 ecr 2726653334], length 59

18:49:11.502950 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39770: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653814 ecr 3698323888], length 123

18:49:11.502971 IP amd256.utah.cloudlab.us.39770 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323888 ecr 2726653814], length 0

18:49:11.503371 IP amd256.utah.cloudlab.us.39742 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323889 ecr 2726653334], length 59

18:49:11.503703 IP amd256.utah.cloudlab.us.39790 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323889 ecr 2726653334], length 59

18:49:11.503858 IP amd256.utah.cloudlab.us.39748 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323889 ecr 2726653335], length 59

18:49:11.503934 IP amd256.utah.cloudlab.us.39764 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323889 ecr 2726653334], length 59

18:49:11.503941 IP amd256.utah.cloudlab.us.39794 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323889 ecr 2726653336], length 59

18:49:11.504223 IP amd256.utah.cloudlab.us.39810 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323890 ecr 2726653336], length 59

18:49:11.504290 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39790: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653815 ecr 3698323889], length 123

18:49:11.504303 IP amd256.utah.cloudlab.us.39790 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323890 ecr 2726653815], length 0

18:49:11.504311 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39764: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653815 ecr 3698323889], length 123

18:49:11.504322 IP amd256.utah.cloudlab.us.39764 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323890 ecr 2726653815], length 0

18:49:11.504339 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39748: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653815 ecr 3698323889], length 123

18:49:11.504352 IP amd256.utah.cloudlab.us.39748 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323890 ecr 2726653815], length 0

18:49:11.504372 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39810: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653815 ecr 3698323890], length 123

18:49:11.504372 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39742: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653815 ecr 3698323889], length 123

18:49:11.504383 IP amd256.utah.cloudlab.us.39810 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323890 ecr 2726653815], length 0

18:49:11.504384 IP amd256.utah.cloudlab.us.39742 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323890 ecr 2726653815], length 0

18:49:11.504448 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39794: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653815 ecr 3698323889], length 123

18:49:11.504468 IP amd256.utah.cloudlab.us.39794 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323890 ecr 2726653815], length 0

18:49:11.504874 IP amd256.utah.cloudlab.us.39808 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323890 ecr 2726653336], length 59

18:49:11.504921 IP amd256.utah.cloudlab.us.39828 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323890 ecr 2726653336], length 59

18:49:11.504944 IP amd256.utah.cloudlab.us.39820 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323890 ecr 2726653335], length 59

18:49:11.504996 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39808: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653816 ecr 3698323890], length 123

18:49:11.505009 IP amd256.utah.cloudlab.us.39808 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323890 ecr 2726653816], length 0

18:49:11.505020 IP amd256.utah.cloudlab.us.39812 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323890 ecr 2726653335], length 59

18:49:11.505058 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39828: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653816 ecr 3698323890], length 123

18:49:11.505080 IP amd256.utah.cloudlab.us.39828 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323891 ecr 2726653816], length 0

18:49:11.505162 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39820: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653816 ecr 3698323890], length 123

18:49:11.505173 IP amd256.utah.cloudlab.us.39820 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323891 ecr 2726653816], length 0

18:49:11.505202 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39812: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653816 ecr 3698323890], length 123

18:49:11.505225 IP amd256.utah.cloudlab.us.39812 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323891 ecr 2726653816], length 0

18:49:11.507516 IP amd256.utah.cloudlab.us.39858 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323893 ecr 2726653339], length 59

18:49:11.507523 IP amd256.utah.cloudlab.us.39840 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323893 ecr 2726653338], length 59

18:49:11.507587 IP amd256.utah.cloudlab.us.39846 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323893 ecr 2726653338], length 59

18:49:11.507637 IP amd256.utah.cloudlab.us.39864 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323893 ecr 2726653339], length 59

18:49:11.507651 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39858: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653818 ecr 3698323893], length 123

18:49:11.507660 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39840: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653818 ecr 3698323893], length 123

18:49:11.507667 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39846: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653818 ecr 3698323893], length 123

18:49:11.507672 IP amd256.utah.cloudlab.us.39858 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323893 ecr 2726653818], length 0

18:49:11.507680 IP amd256.utah.cloudlab.us.39846 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323893 ecr 2726653818], length 0

18:49:11.507682 IP amd256.utah.cloudlab.us.39840 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323893 ecr 2726653818], length 0

18:49:11.507765 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39864: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653818 ecr 3698323893], length 123

18:49:11.507779 IP amd256.utah.cloudlab.us.39864 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323893 ecr 2726653818], length 0

18:49:11.508140 IP amd256.utah.cloudlab.us.39904 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323894 ecr 2726653340], length 59

18:49:11.508372 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39904: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653819 ecr 3698323894], length 123

18:49:11.508387 IP amd256.utah.cloudlab.us.39904 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323894 ecr 2726653819], length 0

18:49:11.508414 IP amd256.utah.cloudlab.us.39932 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323894 ecr 2726653339], length 59

18:49:11.508466 IP amd256.utah.cloudlab.us.39938 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323894 ecr 2726653339], length 59

18:49:11.508473 IP amd256.utah.cloudlab.us.39876 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323894 ecr 2726653340], length 59

18:49:11.508496 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39932: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653819 ecr 3698323894], length 123

18:49:11.508498 IP amd256.utah.cloudlab.us.39890 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323894 ecr 2726653339], length 59

18:49:11.508508 IP amd256.utah.cloudlab.us.39932 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323894 ecr 2726653819], length 0

18:49:11.508546 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39938: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653819 ecr 3698323894], length 123

18:49:11.508559 IP amd256.utah.cloudlab.us.39938 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323894 ecr 2726653819], length 0

18:49:11.508570 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39876: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653819 ecr 3698323894], length 123

18:49:11.508583 IP amd256.utah.cloudlab.us.39876 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323894 ecr 2726653819], length 0

18:49:11.508591 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39890: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653819 ecr 3698323894], length 123

18:49:11.508605 IP amd256.utah.cloudlab.us.39890 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323894 ecr 2726653819], length 0

18:49:11.508873 IP amd256.utah.cloudlab.us.39860 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323894 ecr 2726653340], length 59

18:49:11.508923 IP amd256.utah.cloudlab.us.39918 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323894 ecr 2726653340], length 59

18:49:11.508976 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39860: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653820 ecr 3698323894], length 123

18:49:11.508997 IP amd256.utah.cloudlab.us.39860 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323894 ecr 2726653820], length 0

18:49:11.509030 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39918: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653820 ecr 3698323894], length 123

18:49:11.509051 IP amd256.utah.cloudlab.us.39918 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323895 ecr 2726653820], length 0
