18:44:27.876614 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1639087334:1639087393, ack 588185414, win 502, options [nop,nop,TS val 3698040262 ecr 2726369707], length 59
18:44:57.656906 IP amd256.utah.cloudlab.us.40912 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070042 ecr 2726399968], length 0

18:44:57.656928 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40900: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399968 ecr 3698070042], length 123

18:44:57.656943 IP amd256.utah.cloudlab.us.40900 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070042 ecr 2726399968], length 0

18:44:57.657152 IP amd256.utah.cloudlab.us.40934 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070043 ecr 2726399488], length 59

18:44:57.657283 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40934: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399968 ecr 3698070043], length 123

18:44:57.657296 IP amd256.utah.cloudlab.us.40934 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070043 ecr 2726399968], length 0

18:44:57.657695 IP amd256.utah.cloudlab.us.40928 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070043 ecr 2726399488], length 59

18:44:57.657861 IP amd256.utah.cloudlab.us.40946 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070043 ecr 2726399488], length 59

18:44:57.657872 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40928: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399969 ecr 3698070043], length 123

18:44:57.657893 IP amd256.utah.cloudlab.us.40928 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070043 ecr 2726399969], length 0

18:44:57.657958 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40946: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399969 ecr 3698070043], length 123

18:44:57.657971 IP amd256.utah.cloudlab.us.40946 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070043 ecr 2726399969], length 0

18:44:57.658059 IP amd256.utah.cloudlab.us.40960 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070044 ecr 2726399488], length 59

18:44:57.658322 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40960: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399969 ecr 3698070044], length 123

18:44:57.658343 IP amd256.utah.cloudlab.us.40960 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070044 ecr 2726399969], length 0

18:44:57.661063 IP amd256.utah.cloudlab.us.40974 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070047 ecr 2726399492], length 59

18:44:57.661132 IP amd256.utah.cloudlab.us.40990 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070047 ecr 2726399492], length 59

18:44:57.661143 IP amd256.utah.cloudlab.us.40970 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070047 ecr 2726399491], length 59

18:44:57.661288 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40974: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399972 ecr 3698070047], length 123

18:44:57.661309 IP amd256.utah.cloudlab.us.40974 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070047 ecr 2726399972], length 0

18:44:57.661318 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40970: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399972 ecr 3698070047], length 123

18:44:57.661339 IP amd256.utah.cloudlab.us.40970 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070047 ecr 2726399972], length 0

18:44:57.661361 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40990: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399972 ecr 3698070047], length 123

18:44:57.661384 IP amd256.utah.cloudlab.us.40990 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070047 ecr 2726399972], length 0

18:44:57.662050 IP amd256.utah.cloudlab.us.41006 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070048 ecr 2726399492], length 59

18:44:57.662174 IP amd256.utah.cloudlab.us.41020 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070048 ecr 2726399492], length 59

18:44:57.662367 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41020: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399973 ecr 3698070048], length 123

18:44:57.662386 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41006: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399973 ecr 3698070048], length 123

18:44:57.662388 IP amd256.utah.cloudlab.us.41020 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070048 ecr 2726399973], length 0

18:44:57.662399 IP amd256.utah.cloudlab.us.41006 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070048 ecr 2726399973], length 0

18:44:57.662431 IP amd256.utah.cloudlab.us.41036 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070048 ecr 2726399493], length 59

18:44:57.662466 IP amd256.utah.cloudlab.us.41038 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070048 ecr 2726399493], length 59

18:44:57.662589 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41036: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399973 ecr 3698070048], length 123

18:44:57.662601 IP amd256.utah.cloudlab.us.41036 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070048 ecr 2726399973], length 0

18:44:57.662638 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41038: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399973 ecr 3698070048], length 123

18:44:57.662658 IP amd256.utah.cloudlab.us.41038 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070048 ecr 2726399973], length 0

18:44:57.663035 IP amd256.utah.cloudlab.us.41054 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070048 ecr 2726399494], length 59

18:44:57.663157 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41054: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399974 ecr 3698070048], length 123

18:44:57.663169 IP amd256.utah.cloudlab.us.41054 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070049 ecr 2726399974], length 0

18:44:58.116318 IP amd256.utah.cloudlab.us.40644 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070502 ecr 2726399948], length 59

18:44:58.116630 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40644: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400427 ecr 3698070502], length 123

18:44:58.116639 IP amd256.utah.cloudlab.us.40648 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070502 ecr 2726399948], length 59

18:44:58.116642 IP amd256.utah.cloudlab.us.40644 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070502 ecr 2726400427], length 0

18:44:58.116669 IP amd256.utah.cloudlab.us.40672 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070502 ecr 2726399948], length 59

18:44:58.116792 IP amd256.utah.cloudlab.us.40622 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070502 ecr 2726399947], length 59

18:44:58.116809 IP amd256.utah.cloudlab.us.40654 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070502 ecr 2726399947], length 59

18:44:58.116819 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40648: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400427 ecr 3698070502], length 123

18:44:58.116849 IP amd256.utah.cloudlab.us.40648 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070502 ecr 2726400427], length 0

18:44:58.116891 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40672: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400428 ecr 3698070502], length 123

18:44:58.116910 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40622: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400428 ecr 3698070502], length 123

18:44:58.116912 IP amd256.utah.cloudlab.us.40672 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070502 ecr 2726400428], length 0

18:44:58.116922 IP amd256.utah.cloudlab.us.40622 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070502 ecr 2726400428], length 0

18:44:58.116964 IP amd256.utah.cloudlab.us.40636 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070502 ecr 2726399947], length 59

18:44:58.116991 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40654: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400428 ecr 3698070502], length 123

18:44:58.117004 IP amd256.utah.cloudlab.us.40654 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070502 ecr 2726400428], length 0

18:44:58.117132 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40636: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400428 ecr 3698070502], length 123

18:44:58.117145 IP amd256.utah.cloudlab.us.40636 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070503 ecr 2726400428], length 0

18:44:58.117515 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070503 ecr 2726399948], length 59

18:44:58.117737 IP amd256.utah.cloudlab.us.40666 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070503 ecr 2726399949], length 59

18:44:58.117737 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40682: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400428 ecr 3698070503], length 123

18:44:58.117758 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070503 ecr 2726400428], length 0

18:44:58.117873 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40666: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400429 ecr 3698070503], length 123

18:44:58.117900 IP amd256.utah.cloudlab.us.40666 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070503 ecr 2726400429], length 0

18:44:58.120743 IP amd256.utah.cloudlab.us.40690 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070506 ecr 2726399951], length 59

18:44:58.120977 IP amd256.utah.cloudlab.us.40716 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070506 ecr 2726399952], length 59

18:44:58.120977 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40690: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400432 ecr 3698070506], length 123

18:44:58.120998 IP amd256.utah.cloudlab.us.40690 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070506 ecr 2726400432], length 0

18:44:58.121135 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40716: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400432 ecr 3698070506], length 123

18:44:58.121156 IP amd256.utah.cloudlab.us.40716 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070507 ecr 2726400432], length 0

18:44:58.121183 IP amd256.utah.cloudlab.us.40700 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070507 ecr 2726399952], length 59

18:44:58.121311 IP amd256.utah.cloudlab.us.40702 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070507 ecr 2726399951], length 59

18:44:58.121364 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40700: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400432 ecr 3698070507], length 123

18:44:58.121389 IP amd256.utah.cloudlab.us.40700 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070507 ecr 2726400432], length 0

18:44:58.121433 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40702: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400432 ecr 3698070507], length 123

18:44:58.121454 IP amd256.utah.cloudlab.us.40702 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070507 ecr 2726400432], length 0

18:44:58.122150 IP amd256.utah.cloudlab.us.40746 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070508 ecr 2726399954], length 59

18:44:58.122227 IP amd256.utah.cloudlab.us.40728 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070508 ecr 2726399953], length 59

18:44:58.122362 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40746: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400433 ecr 3698070508], length 123

18:44:58.122385 IP amd256.utah.cloudlab.us.40746 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070508 ecr 2726400433], length 0

18:44:58.122446 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40728: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400433 ecr 3698070508], length 123

18:44:58.122468 IP amd256.utah.cloudlab.us.40728 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070508 ecr 2726400433], length 0

18:44:58.122921 IP amd256.utah.cloudlab.us.40740 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070508 ecr 2726399953], length 59

18:44:58.123049 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40740: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400434 ecr 3698070508], length 123

18:44:58.123072 IP amd256.utah.cloudlab.us.40740 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070509 ecr 2726400434], length 0

18:44:58.123073 IP amd256.utah.cloudlab.us.40734 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070509 ecr 2726399953], length 59

18:44:58.123208 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40734: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400434 ecr 3698070509], length 123

18:44:58.123230 IP amd256.utah.cloudlab.us.40734 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070509 ecr 2726400434], length 0

18:44:58.126305 IP amd256.utah.cloudlab.us.40752 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070512 ecr 2726399958], length 59

18:44:58.126343 IP amd256.utah.cloudlab.us.40766 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070512 ecr 2726399958], length 59

18:44:58.126380 IP amd256.utah.cloudlab.us.40794 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070512 ecr 2726399957], length 59

18:44:58.126506 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40752: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400437 ecr 3698070512], length 123

18:44:58.126532 IP amd256.utah.cloudlab.us.40752 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070512 ecr 2726400437], length 0

18:44:58.126543 IP amd256.utah.cloudlab.us.40764 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070512 ecr 2726399958], length 59

18:44:58.126552 IP amd256.utah.cloudlab.us.40798 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070512 ecr 2726399958], length 59

18:44:58.126561 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40766: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400437 ecr 3698070512], length 123

18:44:58.126582 IP amd256.utah.cloudlab.us.40784 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070512 ecr 2726399957], length 59

18:44:58.126583 IP amd256.utah.cloudlab.us.40766 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070512 ecr 2726400437], length 0

18:44:58.126811 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40794: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400437 ecr 3698070512], length 123

18:44:58.126811 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40784: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400437 ecr 3698070512], length 123

18:44:58.126812 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40798: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400437 ecr 3698070512], length 123

18:44:58.126812 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40764: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400437 ecr 3698070512], length 123

18:44:58.126834 IP amd256.utah.cloudlab.us.40794 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070512 ecr 2726400437], length 0

18:44:58.126836 IP amd256.utah.cloudlab.us.40798 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070512 ecr 2726400437], length 0

18:44:58.126837 IP amd256.utah.cloudlab.us.40764 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070512 ecr 2726400437], length 0

18:44:58.126839 IP amd256.utah.cloudlab.us.40784 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070512 ecr 2726400437], length 0

18:44:58.126846 IP amd256.utah.cloudlab.us.40754 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3717:3776, ack 7750, win 502, options [nop,nop,TS val 3698070512 ecr 2726399958], length 59

18:44:58.127023 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40754: Flags [P.], seq 7750:7873, ack 3776, win 509, options [nop,nop,TS val 2726400438 ecr 3698070512], length 123

18:44:58.127044 IP amd256.utah.cloudlab.us.40754 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7873, win 502, options [nop,nop,TS val 3698070512 ecr 2726400438], length 0
